Allocate | Qureg[0]
CX | ( Qureg[7], Qureg[12] )
CX | ( Qureg[12], Qureg[13] )
Rz(12.553516742874) | Qureg[13]
CX | ( Qureg[12], Qureg[13] )
CX | ( Qureg[7], Qureg[12] )
CX | ( Qureg[6], Qureg[7] )
Rx(10.995574287564) | Qureg[13]
H | Qureg[12]
Rx(10.995574287564) | Qureg[7]
Rx(10.995574287564) | Qureg[6]
H | Qureg[6]
Rx(1.570796326795) | Qureg[7]
H | Qureg[12]
H | Qureg[13]
CX | ( Qureg[6], Qureg[7] )
CX | ( Qureg[7], Qureg[12] )
CX | ( Qureg[12], Qureg[13] )
Rz(12.553516742874) | Qureg[13]
CX | ( Qureg[12], Qureg[13] )
CX | ( Qureg[7], Qureg[12] )
CX | ( Qureg[6], Qureg[7] )
H | Qureg[13]
H | Qureg[12]
Rx(10.995574287564) | Qureg[7]
H | Qureg[6]
H | Qureg[6]
H | Qureg[7]
H | Qureg[12]
Rx(1.570796326795) | Qureg[13]
CX | ( Qureg[6], Qureg[7] )
CX | ( Qureg[7], Qureg[12] )
CX | ( Qureg[12], Qureg[13] )
Rz(0.012853871486) | Qureg[13]
CX | ( Qureg[12], Qureg[13] )
CX | ( Qureg[7], Qureg[12] )
CX | ( Qureg[6], Qureg[7] )
Rx(10.995574287564) | Qureg[13]
H | Qureg[12]
H | Qureg[7]
H | Qureg[6]
Rx(1.570796326795) | Qureg[7]
H | Qureg[13]
CX | ( Qureg[7], Qureg[8] )
CX | ( Qureg[8], Qureg[9] )
CX | ( Qureg[9], Qureg[10] )
CX | ( Qureg[10], Qureg[11] )
CX | ( Qureg[11], Qureg[12] )
CX | ( Qureg[12], Qureg[13] )
Rz(0.03746205057) | Qureg[13]
CX | ( Qureg[12], Qureg[13] )
CX | ( Qureg[11], Qureg[12] )
CX | ( Qureg[10], Qureg[11] )
CX | ( Qureg[9], Qureg[10] )
CX | ( Qureg[8], Qureg[9] )
CX | ( Qureg[7], Qureg[8] )
H | Qureg[13]
Rx(10.995574287564) | Qureg[7]
H | Qureg[7]
Rx(1.570796326795) | Qureg[13]
CX | ( Qureg[7], Qureg[8] )
CX | ( Qureg[8], Qureg[9] )
CX | ( Qureg[9], Qureg[10] )
CX | ( Qureg[10], Qureg[11] )
CX | ( Qureg[11], Qureg[12] )
CX | ( Qureg[12], Qureg[13] )
Rz(12.528908563789) | Qureg[13]
CX | ( Qureg[12], Qureg[13] )
CX | ( Qureg[11], Qureg[12] )
CX | ( Qureg[10], Qureg[11] )
CX | ( Qureg[9], Qureg[10] )
CX | ( Qureg[8], Qureg[9] )
CX | ( Qureg[7], Qureg[8] )
Rx(10.995574287564) | Qureg[13]
H | Qureg[7]
Rx(1.570796326795) | Qureg[8]
Rx(1.570796326795) | Qureg[9]
Rx(1.570796326795) | Qureg[12]
H | Qureg[13]
CX | ( Qureg[8], Qureg[9] )
CX | ( Qureg[9], Qureg[12] )
CX | ( Qureg[12], Qureg[13] )
Rz(12.563462630033) | Qureg[13]
CX | ( Qureg[12], Qureg[13] )
CX | ( Qureg[9], Qureg[12] )
CX | ( Qureg[8], Qureg[9] )
H | Qureg[13]
Rx(10.995574287564) | Qureg[12]
Rx(10.995574287564) | Qureg[9]
Rx(10.995574287564) | Qureg[8]
Rx(1.570796326795) | Qureg[8]
H | Qureg[9]
Rx(1.570796326795) | Qureg[12]
Rx(1.570796326795) | Qureg[13]
CX | ( Qureg[8], Qureg[9] )
CX | ( Qureg[9], Qureg[12] )
CX | ( Qureg[12], Qureg[13] )
Rz(0.002907984326) | Qureg[13]
CX | ( Qureg[12], Qureg[13] )
CX | ( Qureg[9], Qureg[12] )
CX | ( Qureg[8], Qureg[9] )
Rx(10.995574287564) | Qureg[13]
Rx(10.995574287564) | Qureg[12]
H | Qureg[9]
Rx(10.995574287564) | Qureg[8]
H | Qureg[8]
H | Qureg[9]
Rx(1.570796326795) | Qureg[12]
H | Qureg[13]
CX | ( Qureg[8], Qureg[9] )
CX | ( Qureg[9], Qureg[12] )
CX | ( Qureg[12], Qureg[13] )
Rz(0.002907984326) | Qureg[13]
CX | ( Qureg[12], Qureg[13] )
CX | ( Qureg[9], Qureg[12] )
CX | ( Qureg[8], Qureg[9] )
H | Qureg[13]
Rx(10.995574287564) | Qureg[12]
H | Qureg[9]
H | Qureg[8]
H | Qureg[8]
Rx(1.570796326795) | Qureg[9]
Rx(1.570796326795) | Qureg[12]
Rx(1.570796326795) | Qureg[13]
CX | ( Qureg[8], Qureg[9] )
CX | ( Qureg[9], Qureg[12] )
CX | ( Qureg[12], Qureg[13] )
Rz(0.002907984326) | Qureg[13]
CX | ( Qureg[12], Qureg[13] )
CX | ( Qureg[9], Qureg[12] )
CX | ( Qureg[8], Qureg[9] )
Rx(10.995574287564) | Qureg[13]
Rx(10.995574287564) | Qureg[12]
Rx(10.995574287564) | Qureg[9]
H | Qureg[8]
Rx(1.570796326795) | Qureg[8]
H | Qureg[9]
H | Qureg[12]
H | Qureg[13]
CX | ( Qureg[8], Qureg[9] )
CX | ( Qureg[9], Qureg[12] )
CX | ( Qureg[12], Qureg[13] )
Rz(12.563462630033) | Qureg[13]
CX | ( Qureg[12], Qureg[13] )
CX | ( Qureg[9], Qureg[12] )
CX | ( Qureg[8], Qureg[9] )
H | Qureg[13]
H | Qureg[12]
H | Qureg[9]
Rx(10.995574287564) | Qureg[8]
Rx(1.570796326795) | Qureg[8]
Rx(1.570796326795) | Qureg[9]
H | Qureg[12]
Rx(1.570796326795) | Qureg[13]
CX | ( Qureg[8], Qureg[9] )
CX | ( Qureg[9], Qureg[12] )
CX | ( Qureg[12], Qureg[13] )
Rz(12.563462630033) | Qureg[13]
CX | ( Qureg[12], Qureg[13] )
CX | ( Qureg[9], Qureg[12] )
CX | ( Qureg[8], Qureg[9] )
Rx(10.995574287564) | Qureg[13]
H | Qureg[12]
Rx(10.995574287564) | Qureg[9]
Rx(10.995574287564) | Qureg[8]
H | Qureg[8]
Rx(1.570796326795) | Qureg[9]
H | Qureg[12]
H | Qureg[13]
CX | ( Qureg[8], Qureg[9] )
CX | ( Qureg[9], Qureg[12] )
CX | ( Qureg[12], Qureg[13] )
Rz(12.563462630033) | Qureg[13]
CX | ( Qureg[12], Qureg[13] )
CX | ( Qureg[9], Qureg[12] )
CX | ( Qureg[8], Qureg[9] )
H | Qureg[13]
H | Qureg[12]
Rx(10.995574287564) | Qureg[9]
H | Qureg[8]
H | Qureg[8]
H | Qureg[9]
H | Qureg[12]
Rx(1.570796326795) | Qureg[13]
CX | ( Qureg[8], Qureg[9] )
CX | ( Qureg[9], Qureg[12] )
CX | ( Qureg[12], Qureg[13] )
Rz(0.002907984326) | Qureg[13]
CX | ( Qureg[12], Qureg[13] )
CX | ( Qureg[9], Qureg[12] )
CX | ( Qureg[8], Qureg[9] )
Rx(10.995574287564) | Qureg[13]
H | Qureg[12]
H | Qureg[9]
H | Qureg[8]
Rx(1.570796326795) | Qureg[0]
Rx(1.570796326795) | Qureg[2]
Rx(1.570796326795) | Qureg[10]
H | Qureg[12]
CX | ( Qureg[0], Qureg[1] )
CX | ( Qureg[1], Qureg[2] )
CX | ( Qureg[2], Qureg[10] )
CX | ( Qureg[10], Qureg[11] )
CX | ( Qureg[11], Qureg[12] )
Rz(5.875743e-06) | Qureg[12]
CX | ( Qureg[11], Qureg[12] )
CX | ( Qureg[10], Qureg[11] )
CX | ( Qureg[2], Qureg[10] )
CX | ( Qureg[1], Qureg[2] )
CX | ( Qureg[0], Qureg[1] )
H | Qureg[12]
Rx(10.995574287564) | Qureg[10]
Rx(10.995574287564) | Qureg[2]
Rx(10.995574287564) | Qureg[0]
Rx(1.570796326795) | Qureg[0]
H | Qureg[2]
Rx(1.570796326795) | Qureg[10]
Rx(1.570796326795) | Qureg[12]
CX | ( Qureg[0], Qureg[1] )
CX | ( Qureg[1], Qureg[2] )
CX | ( Qureg[2], Qureg[10] )
CX | ( Qureg[10], Qureg[11] )
CX | ( Qureg[11], Qureg[12] )
Rz(12.566364738617) | Qureg[12]
CX | ( Qureg[11], Qureg[12] )
CX | ( Qureg[10], Qureg[11] )
CX | ( Qureg[2], Qureg[10] )
CX | ( Qureg[1], Qureg[2] )
CX | ( Qureg[0], Qureg[1] )
Rx(10.995574287564) | Qureg[12]
Rx(10.995574287564) | Qureg[10]
H | Qureg[2]
Rx(10.995574287564) | Qureg[0]
H | Qureg[0]
H | Qureg[2]
Rx(1.570796326795) | Qureg[10]
H | Qureg[12]
CX | ( Qureg[0], Qureg[1] )
CX | ( Qureg[1], Qureg[2] )
CX | ( Qureg[2], Qureg[10] )
CX | ( Qureg[10], Qureg[11] )
CX | ( Qureg[11], Qureg[12] )
Rz(12.566364738617) | Qureg[12]
CX | ( Qureg[11], Qureg[12] )
CX | ( Qureg[10], Qureg[11] )
CX | ( Qureg[2], Qureg[10] )
CX | ( Qureg[1], Qureg[2] )
CX | ( Qureg[0], Qureg[1] )
H | Qureg[12]
Rx(10.995574287564) | Qureg[10]
H | Qureg[2]
H | Qureg[0]
H | Qureg[0]
Rx(1.570796326795) | Qureg[2]
Rx(1.570796326795) | Qureg[10]
Rx(1.570796326795) | Qureg[12]
CX | ( Qureg[0], Qureg[1] )
CX | ( Qureg[1], Qureg[2] )
CX | ( Qureg[2], Qureg[10] )
CX | ( Qureg[10], Qureg[11] )
CX | ( Qureg[11], Qureg[12] )
Rz(12.566364738617) | Qureg[12]
CX | ( Qureg[11], Qureg[12] )
CX | ( Qureg[10], Qureg[11] )
CX | ( Qureg[2], Qureg[10] )
CX | ( Qureg[1], Qureg[2] )
CX | ( Qureg[0], Qureg[1] )
Rx(10.995574287564) | Qureg[12]
Rx(10.995574287564) | Qureg[10]
Rx(10.995574287564) | Qureg[2]
H | Qureg[0]
Rx(1.570796326795) | Qureg[0]
H | Qureg[2]
H | Qureg[10]
H | Qureg[12]
CX | ( Qureg[0], Qureg[1] )
CX | ( Qureg[1], Qureg[2] )
CX | ( Qureg[2], Qureg[10] )
CX | ( Qureg[10], Qureg[11] )
CX | ( Qureg[11], Qureg[12] )
Rz(5.875743e-06) | Qureg[12]
CX | ( Qureg[11], Qureg[12] )
CX | ( Qureg[10], Qureg[11] )
CX | ( Qureg[2], Qureg[10] )
CX | ( Qureg[1], Qureg[2] )
CX | ( Qureg[0], Qureg[1] )
H | Qureg[12]
H | Qureg[10]
H | Qureg[2]
Rx(10.995574287564) | Qureg[0]
Rx(1.570796326795) | Qureg[0]
Rx(1.570796326795) | Qureg[2]
H | Qureg[10]
Rx(1.570796326795) | Qureg[12]
CX | ( Qureg[0], Qureg[1] )
CX | ( Qureg[1], Qureg[2] )
CX | ( Qureg[2], Qureg[10] )
CX | ( Qureg[10], Qureg[11] )
CX | ( Qureg[11], Qureg[12] )
Rz(5.875743e-06) | Qureg[12]
CX | ( Qureg[11], Qureg[12] )
CX | ( Qureg[10], Qureg[11] )
CX | ( Qureg[2], Qureg[10] )
CX | ( Qureg[1], Qureg[2] )
CX | ( Qureg[0], Qureg[1] )
Rx(10.995574287564) | Qureg[12]
H | Qureg[10]
Rx(10.995574287564) | Qureg[2]
Rx(10.995574287564) | Qureg[0]
H | Qureg[0]
Rx(1.570796326795) | Qureg[2]
H | Qureg[10]
H | Qureg[12]
CX | ( Qureg[0], Qureg[1] )
CX | ( Qureg[1], Qureg[2] )
CX | ( Qureg[2], Qureg[10] )
CX | ( Qureg[10], Qureg[11] )
CX | ( Qureg[11], Qureg[12] )
Rz(5.875743e-06) | Qureg[12]
CX | ( Qureg[11], Qureg[12] )
CX | ( Qureg[10], Qureg[11] )
CX | ( Qureg[2], Qureg[10] )
CX | ( Qureg[1], Qureg[2] )
CX | ( Qureg[0], Qureg[1] )
H | Qureg[12]
H | Qureg[10]
Rx(10.995574287564) | Qureg[2]
H | Qureg[0]
H | Qureg[0]
H | Qureg[2]
H | Qureg[10]
Rx(1.570796326795) | Qureg[12]
CX | ( Qureg[0], Qureg[1] )
CX | ( Qureg[1], Qureg[2] )
CX | ( Qureg[2], Qureg[10] )
CX | ( Qureg[10], Qureg[11] )
CX | ( Qureg[11], Qureg[12] )
Rz(12.566364738617) | Qureg[12]
CX | ( Qureg[11], Qureg[12] )
CX | ( Qureg[10], Qureg[11] )
CX | ( Qureg[2], Qureg[10] )
CX | ( Qureg[1], Qureg[2] )
CX | ( Qureg[0], Qureg[1] )
Rx(10.995574287564) | Qureg[12]
H | Qureg[10]
H | Qureg[2]
H | Qureg[0]
Rx(1.570796326795) | Qureg[0]
Rx(1.570796326795) | Qureg[3]
Rx(1.570796326795) | Qureg[10]
H | Qureg[13]
CX | ( Qureg[0], Qureg[1] )
CX | ( Qureg[1], Qureg[2] )
CX | ( Qureg[2], Qureg[3] )
CX | ( Qureg[3], Qureg[10] )
CX | ( Qureg[10], Qureg[11] )
CX | ( Qureg[11], Qureg[12] )
CX | ( Qureg[12], Qureg[13] )
Rz(2.937871e-06) | Qureg[13]
CX | ( Qureg[12], Qureg[13] )
CX | ( Qureg[11], Qureg[12] )
CX | ( Qureg[10], Qureg[11] )
CX | ( Qureg[3], Qureg[10] )
CX | ( Qureg[2], Qureg[3] )
CX | ( Qureg[1], Qureg[2] )
CX | ( Qureg[0], Qureg[1] )
H | Qureg[13]
Rx(10.995574287564) | Qureg[10]
Rx(10.995574287564) | Qureg[3]
Rx(10.995574287564) | Qureg[0]
Rx(1.570796326795) | Qureg[0]
H | Qureg[3]
Rx(1.570796326795) | Qureg[10]
Rx(1.570796326795) | Qureg[13]
CX | ( Qureg[0], Qureg[1] )
CX | ( Qureg[1], Qureg[2] )
CX | ( Qureg[2], Qureg[3] )
CX | ( Qureg[3], Qureg[10] )
CX | ( Qureg[10], Qureg[11] )
CX | ( Qureg[11], Qureg[12] )
CX | ( Qureg[12], Qureg[13] )
Rz(12.566367676488) | Qureg[13]
CX | ( Qureg[12], Qureg[13] )
CX | ( Qureg[11], Qureg[12] )
CX | ( Qureg[10], Qureg[11] )
CX | ( Qureg[3], Qureg[10] )
CX | ( Qureg[2], Qureg[3] )
CX | ( Qureg[1], Qureg[2] )
CX | ( Qureg[0], Qureg[1] )
Rx(10.995574287564) | Qureg[13]
Rx(10.995574287564) | Qureg[10]
H | Qureg[3]
Rx(10.995574287564) | Qureg[0]
H | Qureg[0]
H | Qureg[3]
Rx(1.570796326795) | Qureg[10]
H | Qureg[13]
CX | ( Qureg[0], Qureg[1] )
CX | ( Qureg[1], Qureg[2] )
CX | ( Qureg[2], Qureg[3] )
CX | ( Qureg[3], Qureg[10] )
CX | ( Qureg[10], Qureg[11] )
CX | ( Qureg[11], Qureg[12] )
CX | ( Qureg[12], Qureg[13] )
Rz(12.566367676488) | Qureg[13]
CX | ( Qureg[12], Qureg[13] )
CX | ( Qureg[11], Qureg[12] )
CX | ( Qureg[10], Qureg[11] )
CX | ( Qureg[3], Qureg[10] )
CX | ( Qureg[2], Qureg[3] )
CX | ( Qureg[1], Qureg[2] )
CX | ( Qureg[0], Qureg[1] )
H | Qureg[13]
Rx(10.995574287564) | Qureg[10]
H | Qureg[3]
H | Qureg[0]
H | Qureg[0]
Rx(1.570796326795) | Qureg[3]
Rx(1.570796326795) | Qureg[10]
Rx(1.570796326795) | Qureg[13]
CX | ( Qureg[0], Qureg[1] )
CX | ( Qureg[1], Qureg[2] )
CX | ( Qureg[2], Qureg[3] )
CX | ( Qureg[3], Qureg[10] )
CX | ( Qureg[10], Qureg[11] )
CX | ( Qureg[11], Qureg[12] )
CX | ( Qureg[12], Qureg[13] )
Rz(12.566367676488) | Qureg[13]
CX | ( Qureg[12], Qureg[13] )
CX | ( Qureg[11], Qureg[12] )
CX | ( Qureg[10], Qureg[11] )
CX | ( Qureg[3], Qureg[10] )
CX | ( Qureg[2], Qureg[3] )
CX | ( Qureg[1], Qureg[2] )
CX | ( Qureg[0], Qureg[1] )
Rx(10.995574287564) | Qureg[13]
Rx(10.995574287564) | Qureg[10]
Rx(10.995574287564) | Qureg[3]
H | Qureg[0]
Rx(1.570796326795) | Qureg[0]
H | Qureg[3]
H | Qureg[10]
H | Qureg[13]
CX | ( Qureg[0], Qureg[1] )
CX | ( Qureg[1], Qureg[2] )
CX | ( Qureg[2], Qureg[3] )
CX | ( Qureg[3], Qureg[10] )
CX | ( Qureg[10], Qureg[11] )
CX | ( Qureg[11], Qureg[12] )
CX | ( Qureg[12], Qureg[13] )
Rz(2.937871e-06) | Qureg[13]
CX | ( Qureg[12], Qureg[13] )
CX | ( Qureg[11], Qureg[12] )
CX | ( Qureg[10], Qureg[11] )
CX | ( Qureg[3], Qureg[10] )
CX | ( Qureg[2], Qureg[3] )
CX | ( Qureg[1], Qureg[2] )
CX | ( Qureg[0], Qureg[1] )
H | Qureg[13]
H | Qureg[10]
H | Qureg[3]
Rx(10.995574287564) | Qureg[0]
Rx(1.570796326795) | Qureg[0]
Rx(1.570796326795) | Qureg[3]
H | Qureg[10]
Rx(1.570796326795) | Qureg[13]
CX | ( Qureg[0], Qureg[1] )
CX | ( Qureg[1], Qureg[2] )
CX | ( Qureg[2], Qureg[3] )
CX | ( Qureg[3], Qureg[10] )
CX | ( Qureg[10], Qureg[11] )
CX | ( Qureg[11], Qureg[12] )
CX | ( Qureg[12], Qureg[13] )
Rz(2.937871e-06) | Qureg[13]
CX | ( Qureg[12], Qureg[13] )
CX | ( Qureg[11], Qureg[12] )
CX | ( Qureg[10], Qureg[11] )
CX | ( Qureg[3], Qureg[10] )
CX | ( Qureg[2], Qureg[3] )
CX | ( Qureg[1], Qureg[2] )
CX | ( Qureg[0], Qureg[1] )
Rx(10.995574287564) | Qureg[13]
H | Qureg[10]
Rx(10.995574287564) | Qureg[3]
Rx(10.995574287564) | Qureg[0]
H | Qureg[0]
Rx(1.570796326795) | Qureg[3]
H | Qureg[10]
H | Qureg[13]
CX | ( Qureg[0], Qureg[1] )
CX | ( Qureg[1], Qureg[2] )
CX | ( Qureg[2], Qureg[3] )
CX | ( Qureg[3], Qureg[10] )
CX | ( Qureg[10], Qureg[11] )
CX | ( Qureg[11], Qureg[12] )
CX | ( Qureg[12], Qureg[13] )
Rz(2.937871e-06) | Qureg[13]
CX | ( Qureg[12], Qureg[13] )
CX | ( Qureg[11], Qureg[12] )
CX | ( Qureg[10], Qureg[11] )
CX | ( Qureg[3], Qureg[10] )
CX | ( Qureg[2], Qureg[3] )
CX | ( Qureg[1], Qureg[2] )
CX | ( Qureg[0], Qureg[1] )
H | Qureg[13]
H | Qureg[10]
Rx(10.995574287564) | Qureg[3]
H | Qureg[0]
H | Qureg[0]
H | Qureg[3]
H | Qureg[10]
Rx(1.570796326795) | Qureg[13]
CX | ( Qureg[0], Qureg[1] )
CX | ( Qureg[1], Qureg[2] )
CX | ( Qureg[2], Qureg[3] )
CX | ( Qureg[3], Qureg[10] )
CX | ( Qureg[10], Qureg[11] )
CX | ( Qureg[11], Qureg[12] )
CX | ( Qureg[12], Qureg[13] )
Rz(12.566367676488) | Qureg[13]
CX | ( Qureg[12], Qureg[13] )
CX | ( Qureg[11], Qureg[12] )
CX | ( Qureg[10], Qureg[11] )
CX | ( Qureg[3], Qureg[10] )
CX | ( Qureg[2], Qureg[3] )
CX | ( Qureg[1], Qureg[2] )
CX | ( Qureg[0], Qureg[1] )
Rx(10.995574287564) | Qureg[13]
H | Qureg[10]
H | Qureg[3]
H | Qureg[0]
Rx(1.570796326795) | Qureg[1]
Rx(1.570796326795) | Qureg[2]
Rx(1.570796326795) | Qureg[11]
H | Qureg[12]
CX | ( Qureg[1], Qureg[2] )
CX | ( Qureg[2], Qureg[11] )
CX | ( Qureg[11], Qureg[12] )
Rz(2.937871e-06) | Qureg[12]
CX | ( Qureg[11], Qureg[12] )
CX | ( Qureg[2], Qureg[11] )
CX | ( Qureg[1], Qureg[2] )
H | Qureg[12]
Rx(10.995574287564) | Qureg[11]
Rx(10.995574287564) | Qureg[2]
Rx(10.995574287564) | Qureg[1]
Rx(1.570796326795) | Qureg[1]
H | Qureg[2]
Rx(1.570796326795) | Qureg[11]
Rx(1.570796326795) | Qureg[12]
CX | ( Qureg[1], Qureg[2] )
CX | ( Qureg[2], Qureg[11] )
CX | ( Qureg[11], Qureg[12] )
Rz(12.566367676488) | Qureg[12]
CX | ( Qureg[11], Qureg[12] )
CX | ( Qureg[2], Qureg[11] )
CX | ( Qureg[1], Qureg[2] )
Rx(10.995574287564) | Qureg[12]
Rx(10.995574287564) | Qureg[11]
H | Qureg[2]
Rx(10.995574287564) | Qureg[1]
H | Qureg[1]
H | Qureg[2]
Rx(1.570796326795) | Qureg[11]
H | Qureg[12]
CX | ( Qureg[1], Qureg[2] )
CX | ( Qureg[2], Qureg[11] )
CX | ( Qureg[11], Qureg[12] )
Rz(12.566367676488) | Qureg[12]
CX | ( Qureg[11], Qureg[12] )
CX | ( Qureg[2], Qureg[11] )
CX | ( Qureg[1], Qureg[2] )
H | Qureg[12]
Rx(10.995574287564) | Qureg[11]
H | Qureg[2]
H | Qureg[1]
H | Qureg[1]
Rx(1.570796326795) | Qureg[2]
Rx(1.570796326795) | Qureg[11]
Rx(1.570796326795) | Qureg[12]
CX | ( Qureg[1], Qureg[2] )
CX | ( Qureg[2], Qureg[11] )
CX | ( Qureg[11], Qureg[12] )
Rz(12.566367676488) | Qureg[12]
CX | ( Qureg[11], Qureg[12] )
CX | ( Qureg[2], Qureg[11] )
CX | ( Qureg[1], Qureg[2] )
Rx(10.995574287564) | Qureg[12]
Rx(10.995574287564) | Qureg[11]
Rx(10.995574287564) | Qureg[2]
H | Qureg[1]
Rx(1.570796326795) | Qureg[1]
H | Qureg[2]
H | Qureg[11]
H | Qureg[12]
CX | ( Qureg[1], Qureg[2] )
CX | ( Qureg[2], Qureg[11] )
CX | ( Qureg[11], Qureg[12] )
Rz(2.937871e-06) | Qureg[12]
CX | ( Qureg[11], Qureg[12] )
CX | ( Qureg[2], Qureg[11] )
CX | ( Qureg[1], Qureg[2] )
H | Qureg[12]
H | Qureg[11]
H | Qureg[2]
Rx(10.995574287564) | Qureg[1]
Rx(1.570796326795) | Qureg[1]
Rx(1.570796326795) | Qureg[2]
H | Qureg[11]
Rx(1.570796326795) | Qureg[12]
CX | ( Qureg[1], Qureg[2] )
CX | ( Qureg[2], Qureg[11] )
CX | ( Qureg[11], Qureg[12] )
Rz(2.937871e-06) | Qureg[12]
CX | ( Qureg[11], Qureg[12] )
CX | ( Qureg[2], Qureg[11] )
CX | ( Qureg[1], Qureg[2] )
Rx(10.995574287564) | Qureg[12]
H | Qureg[11]
Rx(10.995574287564) | Qureg[2]
Rx(10.995574287564) | Qureg[1]
H | Qureg[1]
Rx(1.570796326795) | Qureg[2]
H | Qureg[11]
H | Qureg[12]
CX | ( Qureg[1], Qureg[2] )
CX | ( Qureg[2], Qureg[11] )
CX | ( Qureg[11], Qureg[12] )
Rz(2.937871e-06) | Qureg[12]
CX | ( Qureg[11], Qureg[12] )
CX | ( Qureg[2], Qureg[11] )
CX | ( Qureg[1], Qureg[2] )
H | Qureg[12]
H | Qureg[11]
Rx(10.995574287564) | Qureg[2]
H | Qureg[1]
H | Qureg[1]
H | Qureg[2]
H | Qureg[11]
Rx(1.570796326795) | Qureg[12]
CX | ( Qureg[1], Qureg[2] )
CX | ( Qureg[2], Qureg[11] )
CX | ( Qureg[11], Qureg[12] )
Rz(12.566367676488) | Qureg[12]
CX | ( Qureg[11], Qureg[12] )
CX | ( Qureg[2], Qureg[11] )
CX | ( Qureg[1], Qureg[2] )
Rx(10.995574287564) | Qureg[12]
H | Qureg[11]
H | Qureg[2]
H | Qureg[1]
Rx(1.570796326795) | Qureg[1]
Rx(1.570796326795) | Qureg[3]
Rx(1.570796326795) | Qureg[11]
H | Qureg[13]
CX | ( Qureg[1], Qureg[2] )
CX | ( Qureg[2], Qureg[3] )
CX | ( Qureg[3], Qureg[11] )
CX | ( Qureg[11], Qureg[12] )
CX | ( Qureg[12], Qureg[13] )
Rz(5.875743e-06) | Qureg[13]
CX | ( Qureg[12], Qureg[13] )
CX | ( Qureg[11], Qureg[12] )
CX | ( Qureg[3], Qureg[11] )
CX | ( Qureg[2], Qureg[3] )
CX | ( Qureg[1], Qureg[2] )
H | Qureg[13]
Rx(10.995574287564) | Qureg[11]
Rx(10.995574287564) | Qureg[3]
Rx(10.995574287564) | Qureg[1]
Rx(1.570796326795) | Qureg[1]
H | Qureg[3]
Rx(1.570796326795) | Qureg[11]
Rx(1.570796326795) | Qureg[13]
CX | ( Qureg[1], Qureg[2] )
CX | ( Qureg[2], Qureg[3] )
CX | ( Qureg[3], Qureg[11] )
CX | ( Qureg[11], Qureg[12] )
CX | ( Qureg[12], Qureg[13] )
Rz(12.566364738617) | Qureg[13]
CX | ( Qureg[12], Qureg[13] )
CX | ( Qureg[11], Qureg[12] )
CX | ( Qureg[3], Qureg[11] )
CX | ( Qureg[2], Qureg[3] )
CX | ( Qureg[1], Qureg[2] )
Rx(10.995574287564) | Qureg[13]
Rx(10.995574287564) | Qureg[11]
H | Qureg[3]
Rx(10.995574287564) | Qureg[1]
H | Qureg[1]
H | Qureg[3]
Rx(1.570796326795) | Qureg[11]
H | Qureg[13]
CX | ( Qureg[1], Qureg[2] )
CX | ( Qureg[2], Qureg[3] )
CX | ( Qureg[3], Qureg[11] )
CX | ( Qureg[11], Qureg[12] )
CX | ( Qureg[12], Qureg[13] )
Rz(12.566364738617) | Qureg[13]
CX | ( Qureg[12], Qureg[13] )
CX | ( Qureg[11], Qureg[12] )
CX | ( Qureg[3], Qureg[11] )
CX | ( Qureg[2], Qureg[3] )
CX | ( Qureg[1], Qureg[2] )
H | Qureg[13]
Rx(10.995574287564) | Qureg[11]
H | Qureg[3]
H | Qureg[1]
H | Qureg[1]
Rx(1.570796326795) | Qureg[3]
Rx(1.570796326795) | Qureg[11]
Rx(1.570796326795) | Qureg[13]
CX | ( Qureg[1], Qureg[2] )
CX | ( Qureg[2], Qureg[3] )
CX | ( Qureg[3], Qureg[11] )
CX | ( Qureg[11], Qureg[12] )
CX | ( Qureg[12], Qureg[13] )
Rz(12.566364738617) | Qureg[13]
CX | ( Qureg[12], Qureg[13] )
CX | ( Qureg[11], Qureg[12] )
CX | ( Qureg[3], Qureg[11] )
CX | ( Qureg[2], Qureg[3] )
CX | ( Qureg[1], Qureg[2] )
Rx(10.995574287564) | Qureg[13]
Rx(10.995574287564) | Qureg[11]
Rx(10.995574287564) | Qureg[3]
H | Qureg[1]
Rx(1.570796326795) | Qureg[1]
H | Qureg[3]
H | Qureg[11]
H | Qureg[13]
CX | ( Qureg[1], Qureg[2] )
CX | ( Qureg[2], Qureg[3] )
CX | ( Qureg[3], Qureg[11] )
CX | ( Qureg[11], Qureg[12] )
CX | ( Qureg[12], Qureg[13] )
Rz(5.875743e-06) | Qureg[13]
CX | ( Qureg[12], Qureg[13] )
CX | ( Qureg[11], Qureg[12] )
CX | ( Qureg[3], Qureg[11] )
CX | ( Qureg[2], Qureg[3] )
CX | ( Qureg[1], Qureg[2] )
H | Qureg[13]
H | Qureg[11]
H | Qureg[3]
Rx(10.995574287564) | Qureg[1]
Rx(1.570796326795) | Qureg[1]
Rx(1.570796326795) | Qureg[3]
H | Qureg[11]
Rx(1.570796326795) | Qureg[13]
CX | ( Qureg[1], Qureg[2] )
CX | ( Qureg[2], Qureg[3] )
CX | ( Qureg[3], Qureg[11] )
CX | ( Qureg[11], Qureg[12] )
CX | ( Qureg[12], Qureg[13] )
Rz(5.875743e-06) | Qureg[13]
CX | ( Qureg[12], Qureg[13] )
CX | ( Qureg[11], Qureg[12] )
CX | ( Qureg[3], Qureg[11] )
CX | ( Qureg[2], Qureg[3] )
CX | ( Qureg[1], Qureg[2] )
Rx(10.995574287564) | Qureg[13]
